timestamp,open,high,low,close,volume
1776988800000,4695.025,4707.775,4690.495,4704.365,1.6308
1776992400000,4704.345,4710.935,4690.025,4699.225,2.2452
1776996000000,4699.195,4700.335,4672.965,4676.445,1.9646
1776999600000,4676.415,4678.065,4668.305,4671.975,1.4996
1777003200000,4671.665,4676.795,4657.485,4674.205,1.4305
1777006800000,4674.275,4687.115,4669.335,4686.345,1.448
1777010400000,4686.375,4688.035,4666.515,4671.685,1.9653
1777014000000,4671.605,4694.995,4670.735,4694.285,1.5848
1777017600000,4694.245,4697.315,4684.925,4690.615,1.9589
1777021200000,4690.635,4696.535,4679.115,4681.815,1.9015
1777024800000,4681.805,4686.075,4674.455,4677.625,1.5238
1777028400000,4677.565,4717.195,4677.565,4706.685,3.2207
1777032000000,4706.705,4711.625,4690.155,4700.555,2.9013
1777035600000,4700.765,4717.185,4689.545,4710.665,3.8592
1777039200000,4711.475,4739.995,4706.725,4726.225,4.5219
1777042800000,4726.275,4733.155,4714.475,4726.935,3.642
1777046400000,4726.935,4729.565,4718.965,4726.655,2.8546
1777050000000,4726.655,4730.065,4718.785,4723.245,2.4832
1777053600000,4723.245,4724.715,4716.605,4722.585,1.9047
1777057200000,4722.625,4725.995,4713.515,4716.265,1.9715
1777060800000,4716.115,4717.245,4705.085,4707.865,1.5963
1777064400000,4707.865,4707.865,4707.865,4707.865,0
1777068000000,4707.865,4707.865,4707.865,4707.865,0
1777071600000,4707.865,4707.865,4707.865,4707.865,0
1777075200000,4707.865,4707.865,4707.865,4707.865,0
1777078800000,4707.865,4707.865,4707.865,4707.865,0
1777082400000,4707.865,4707.865,4707.865,4707.865,0
1777086000000,4707.865,4707.865,4707.865,4707.865,0
1777089600000,4707.865,4707.865,4707.865,4707.865,0
1777093200000,4707.865,4707.865,4707.865,4707.865,0
1777096800000,4707.865,4707.865,4707.865,4707.865,0
1777100400000,4707.865,4707.865,4707.865,4707.865,0
1777104000000,4707.865,4707.865,4707.865,4707.865,0
1777107600000,4707.865,4707.865,4707.865,4707.865,0
1777111200000,4707.865,4707.865,4707.865,4707.865,0
1777114800000,4707.865,4707.865,4707.865,4707.865,0
1777118400000,4707.865,4707.865,4707.865,4707.865,0
1777122000000,4707.865,4707.865,4707.865,4707.865,0
1777125600000,4707.865,4707.865,4707.865,4707.865,0
1777129200000,4707.865,4707.865,4707.865,4707.865,0
1777132800000,4707.865,4707.865,4707.865,4707.865,0
1777136400000,4707.865,4707.865,4707.865,4707.865,0
1777140000000,4707.865,4707.865,4707.865,4707.865,0
1777143600000,4707.865,4707.865,4707.865,4707.865,0
1777147200000,4707.865,4707.865,4707.865,4707.865,0
1777150800000,4707.865,4707.865,4707.865,4707.865,0
1777154400000,4707.865,4707.865,4707.865,4707.865,0
1777158000000,4707.865,4707.865,4707.865,4707.865,0
1777161600000,4707.865,4707.865,4707.865,4707.865,0
1777165200000,4707.865,4707.865,4707.865,4707.865,0
1777168800000,4707.865,4707.865,4707.865,4707.865,0
1777172400000,4707.865,4707.865,4707.865,4707.865,0
1777176000000,4707.865,4707.865,4707.865,4707.865,0
1777179600000,4707.865,4707.865,4707.865,4707.865,0
1777183200000,4707.865,4707.865,4707.865,4707.865,0
1777186800000,4707.865,4707.865,4707.865,4707.865,0
1777190400000,4707.865,4707.865,4707.865,4707.865,0
1777194000000,4707.865,4707.865,4707.865,4707.865,0
1777197600000,4707.865,4707.865,4707.865,4707.865,0
1777201200000,4707.865,4707.865,4707.865,4707.865,0
1777204800000,4707.865,4707.865,4707.865,4707.865,0
1777208400000,4707.865,4707.865,4707.865,4707.865,0
1777212000000,4707.865,4707.865,4707.865,4707.865,0
1777215600000,4707.865,4707.865,4707.865,4707.865,0
1777219200000,4707.865,4707.865,4707.865,4707.865,0
1777222800000,4707.865,4707.865,4707.865,4707.865,0
1777226400000,4707.865,4707.865,4707.865,4707.865,0
1777230000000,4707.865,4707.865,4707.865,4707.865,0
1777233600000,4707.865,4707.865,4707.865,4707.865,0
1777237200000,4707.865,4707.865,4707.865,4707.865,0
