timestamp,open,high,low,close,volume
1704067200000,1.10374,1.10374,1.10374,1.10374,0
1704070800000,1.10374,1.10374,1.10374,1.10374,0
1704074400000,1.10374,1.10374,1.10374,1.10374,0
1704078000000,1.10374,1.10374,1.10374,1.10374,0
1704081600000,1.10374,1.10374,1.10374,1.10374,0
1704085200000,1.10374,1.10374,1.10374,1.10374,0
1704088800000,1.10374,1.10374,1.10374,1.10374,0
1704092400000,1.10374,1.10374,1.10374,1.10374,0
1704096000000,1.10374,1.10374,1.10374,1.10374,0
1704099600000,1.10374,1.10374,1.10374,1.10374,0
1704103200000,1.10374,1.10374,1.10374,1.10374,0
1704106800000,1.10374,1.10374,1.10374,1.10374,0
1704110400000,1.10374,1.10374,1.10374,1.10374,0
1704114000000,1.10374,1.10374,1.10374,1.10374,0
1704117600000,1.10374,1.10374,1.10374,1.10374,0
1704121200000,1.10374,1.10374,1.10374,1.10374,0
1704124800000,1.10374,1.10374,1.10374,1.10374,0
1704128400000,1.10374,1.10374,1.10374,1.10374,0
1704132000000,1.10374,1.10374,1.10374,1.10374,0
1704135600000,1.10374,1.10374,1.10374,1.10374,0
1704139200000,1.10374,1.10374,1.10374,1.10374,0
1704142800000,1.10374,1.10374,1.10374,1.10374,0
1704146400000,1.10427,1.10447,1.1042,1.10438,819.5
1704150000000,1.10446,1.10446,1.10356,1.10365,3104.46
1704153600000,1.10366,1.10383,1.10342,1.10381,3844.3501
1704157200000,1.1038,1.10432,1.10342,1.10348,7218.52
1704160800000,1.10347,1.10359,1.10182,1.10187,9343.2803
1704164400000,1.10187,1.10247,1.10176,1.10245,4103.4702
1704168000000,1.10245,1.1025,1.10165,1.10208,4189.04
1704171600000,1.10208,1.10335,1.10208,1.10333,4924.27
1704175200000,1.10334,1.10351,1.10268,1.10286,7061.8301
1704178800000,1.10286,1.1038,1.10151,1.10153,13999.5996
1704182400000,1.10156,1.10387,1.10156,1.10295,19871.6191
1704186000000,1.10296,1.10378,1.10107,1.1015,15755.3496
1704189600000,1.10149,1.1017,1.0997,1.10075,15452.6201
1704193200000,1.10075,1.10077,1.09665,1.0969,18962.0605
1704196800000,1.09691,1.09717,1.09537,1.09537,12598.8301
1704200400000,1.09538,1.0965,1.09494,1.09527,17269.3691
1704204000000,1.09526,1.09639,1.09448,1.09631,27839.6309
1704207600000,1.09631,1.09682,1.0941,1.09435,28714.2793
1704211200000,1.09436,1.09616,1.09408,1.09564,15007.9805
1704214800000,1.09565,1.09575,1.09459,1.09504,12682.2305
1704218400000,1.09504,1.09558,1.09462,1.09467,9527.1504
1704222000000,1.09466,1.09501,1.09429,1.09465,7293.6401
1704225600000,1.09465,1.09511,1.09421,1.09431,11183.5801
1704229200000,1.0943,1.09432,1.09383,1.09396,4737.8198
1704232800000,1.09396,1.09438,1.09375,1.09404,3156.1699
1704236400000,1.09404,1.09436,1.09404,1.09416,2488.6299
1704240000000,1.09416,1.09505,1.09412,1.09494,2948.95
1704243600000,1.09493,1.09546,1.09448,1.09513,5100.8501
